,firstName,lastName,jersey,pos,posExpanded,heightFeet,heightInches,weightPounds,personId,teamData,isAllStar,orderChar,playerUrl,displayName
317,Paul,Millsap,4,F,Forward,6,7,257,200794,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,M,/players/paul/millsap/200794,"Millsap, Paul"
318,Patty,Mills,8,G,Guard,6,1,180,201988,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,M,/players/patty/mills/201988,"Mills, Patty"
319,Shake,Milton,18,G-F,Guard-Forward,6,5,205,1629003,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,M,/players/shake/milton/1629003,"Milton, Shake"
320,Donovan,Mitchell,45,G,Guard,6,1,215,1628378,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",True,M,/players/donovan/mitchell/1628378,"Mitchell, Donovan"
321,Naz,Mitrou-Long,15,G,Guard,6,3,218,1628513,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,M,/players/naz/mitrou-long/1628513,"Mitrou-Long, Naz"
322,Adam,Mokoka,20,G,Guard,6,5,190,1629690,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,M,/players/adam/mokoka/1629690,"Mokoka, Adam"
323,Malik,Monk,1,G,Guard,6,3,200,1628370,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,M,/players/malik/monk/1628370,"Monk, Malik"
324,Matt,Mooney,31,G,Guard,6,2,199,1629760,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,M,/players/matt/mooney/1629760,"Mooney, Matt"
325,E'Twaun,Moore,55,G,Guard,6,3,191,202734,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,M,/players/e'twaun/moore/202734,"Moore, E'Twaun"
326,Ja,Morant,12,G,Guard,6,3,174,1629630,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,M,/players/ja/morant/1629630,"Morant, Ja"
327,Juwan,Morgan,16,F,Forward,6,7,232,1629752,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,M,/players/juwan/morgan/1629752,"Morgan, Juwan"
328,Marcus,Morris Sr.,31,F,Forward,6,8,218,202694,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,M,/players/marcus/morris_sr./202694,"Morris Sr., Marcus"
329,Markieff,Morris,88,F,Forward,6,8,245,202693,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,M,/players/markieff/morris/202693,"Morris, Markieff"
330,Monte,Morris,11,G,Guard,6,2,183,1628420,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,M,/players/monte/morris/1628420,"Morris, Monte"
331,Johnathan,Motley,15,F,Forward,6,8,230,1628405,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,M,/players/johnathan/motley/1628405,"Motley, Johnathan"
332,Emmanuel,Mudiay,15,G,Guard,6,3,200,1626144,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,M,/players/emmanuel/mudiay/1626144,"Mudiay, Emmanuel"
333,Mychal,Mulder,12,G,Guard,6,3,184,1628539,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,M,/players/mychal/mulder/1628539,"Mulder, Mychal"
334,Dejounte,Murray,5,G,Guard,6,4,180,1627749,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,M,/players/dejounte/murray/1627749,"Murray, Dejounte"
335,Jamal,Murray,27,G,Guard,6,4,215,1627750,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,M,/players/jamal/murray/1627750,"Murray, Jamal"
336,Dzanan,Musa,13,G-F,Guard-Forward,6,9,217,1629058,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,M,/players/dzanan/musa/1629058,"Musa, Dzanan"
337,Mike,Muscala,33,F-C,Forward-Center,6,10,240,203488,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,M,/players/mike/muscala/203488,"Muscala, Mike"
338,Svi,Mykhailiuk,19,G-F,Guard-Forward,6,7,205,1629004,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,M,/players/svi/mykhailiuk/1629004,"Mykhailiuk, Svi"
339,Abdel,Nader,11,F,Forward,6,5,225,1627846,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,N,/players/abdel/nader/1627846,"Nader, Abdel"
340,Larry,Nance Jr.,22,F-C,Forward-Center,6,7,245,1626204,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,N,/players/larry/nance_jr./1626204,"Nance Jr., Larry"
341,Shabazz,Napier,5,G,Guard,6,0,175,203894,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,N,/players/shabazz/napier/203894,"Napier, Shabazz"
342,Raul,Neto,19,G,Guard,6,1,180,203526,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,N,/players/raul/neto/203526,"Neto, Raul"
343,Georges,Niang,31,F,Forward,6,7,230,1627777,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,N,/players/georges/niang/1627777,"Niang, Georges"
344,Joakim,Noah,55,F-C,Forward-Center,6,11,232,201149,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,N,/players/joakim/noah/201149,"Noah, Joakim"
345,Nerlens,Noel,9,C-F,Center-Forward,6,10,220,203457,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,N,/players/nerlens/noel/203457,"Noel, Nerlens"
346,Jaylen,Nowell,4,G,Guard,6,4,201,1629669,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,N,/players/jaylen/nowell/1629669,"Nowell, Jaylen"
347,Frank,Ntilikina,11,G,Guard,6,4,200,1628373,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,N,/players/frank/ntilikina/1628373,"Ntilikina, Frank"
348,Kendrick,Nunn,25,G,Guard,6,2,190,1629134,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,N,/players/kendrick/nunn/1629134,"Nunn, Kendrick"
349,Jusuf,Nurkic,27,C,Center,7,0,290,203994,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,N,/players/jusuf/nurkic/203994,"Nurkic, Jusuf"
350,Royce,O'Neale,23,F,Forward,6,4,226,1626220,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,O,/players/royce/o'neale/1626220,"O'Neale, Royce"
351,Kyle,O'Quinn,9,C-F,Center-Forward,6,9,250,203124,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,O,/players/kyle/o'quinn/203124,"O'Quinn, Kyle"
352,Semi,Ojeleye,37,F,Forward,6,6,240,1628400,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,O,/players/semi/ojeleye/1628400,"Ojeleye, Semi"
353,Jahlil,Okafor,9,C-F,Center-Forward,6,10,270,1626143,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,O,/players/jahlil/okafor/1626143,"Okafor, Jahlil"
354,Elie,Okobo,2,F-G,Forward-Guard,6,3,190,1629059,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,O,/players/elie/okobo/1629059,"Okobo, Elie"
355,Josh,Okogie,20,G,Guard,6,4,213,1629006,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,O,/players/josh/okogie/1629006,"Okogie, Josh"
356,KZ,Okpala,4,F-G,Forward-Guard,6,8,215,1629644,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,O,/players/kz/okpala/1629644,"Okpala, KZ"
357,Victor,Oladipo,4,G,Guard,6,4,213,203506,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,O,/players/victor/oladipo/203506,"Oladipo, Victor"
358,Kelly,Olynyk,9,F-C,Forward-Center,6,11,240,203482,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,O,/players/kelly/olynyk/203482,"Olynyk, Kelly"
359,Miye,Oni,81,G-F,Guard-Forward,6,5,206,1629671,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,O,/players/miye/oni/1629671,"Oni, Miye"
360,Cedi,Osman,16,F,Forward,6,7,230,1626224,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,O,/players/cedi/osman/1626224,"Osman, Cedi"
361,Kelly,Oubre Jr.,3,F-G,Forward-Guard,6,7,203,1626162,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,O,/players/kelly/oubre_jr./1626162,"Oubre Jr., Kelly"
362,Tariq,Owens,41,F,Forward,6,10,205,1629745,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,O,/players/tariq/owens/1629745,"Owens, Tariq"
363,Jabari,Parker,33,F,Forward,6,8,245,203953,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,P,/players/jabari/parker/203953,"Parker, Jabari"
364,Eric,Paschall,7,F,Forward,6,6,255,1629672,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,P,/players/eric/paschall/1629672,"Paschall, Eric"
365,Anzejs,Pasecniks,18,C-F,Center-Forward,7,2,229,1628394,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,P,/players/anzejs/pasecniks/1628394,"Pasecniks, Anzejs"
366,Patrick,Patterson,54,F,Forward,6,8,235,202335,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,P,/players/patrick/patterson/202335,"Patterson, Patrick"
367,Chris,Paul,3,G,Guard,6,1,175,101108,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",True,P,/players/chris/paul/101108,"Paul, Chris"
368,Gary,Payton II,4,G,Guard,6,3,195,1627780,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,P,/players/gary/payton_ii/1627780,"Payton II, Gary"
369,Elfrid,Payton,6,G,Guard,6,3,195,203901,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,P,/players/elfrid/payton/203901,"Payton, Elfrid"
370,Norvel,Pelle,14,F,Forward,6,10,231,203658,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,P,/players/norvel/pelle/203658,"Pelle, Norvel"
371,Theo,Pinson,1,G-F,Guard-Forward,6,5,212,1629033,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,P,/players/theo/pinson/1629033,"Pinson, Theo"
372,Mason,Plumlee,7,F-C,Forward-Center,6,11,254,203486,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,P,/players/mason/plumlee/203486,"Plumlee, Mason"
373,Jakob,Poeltl,25,C,Center,7,1,245,1627751,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,P,/players/jakob/poeltl/1627751,"Poeltl, Jakob"
374,Sir'Dominic,Pointer,,G-F,Guard-Forward,6,6,192,1626218,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,P,/players/sir'dominic/pointer/1626218,"Pointer, Sir'Dominic"
375,Vincent,Poirier,77,C-F,Center-Forward,7,0,235,1629738,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,P,/players/vincent/poirier/1629738,"Poirier, Vincent"
376,Jordan,Poole,3,G,Guard,6,4,194,1629673,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,P,/players/jordan/poole/1629673,"Poole, Jordan"
377,Kevin,Porter Jr.,4,G-F,Guard-Forward,6,4,203,1629645,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,P,/players/kevin/porter_jr./1629645,"Porter Jr., Kevin"
378,Michael,Porter Jr.,1,F,Forward,6,10,218,1629008,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,P,/players/michael/porter_jr./1629008,"Porter Jr., Michael"
379,Otto,Porter Jr.,22,F,Forward,6,8,198,203490,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,P,/players/otto/porter_jr./203490,"Porter Jr., Otto"
380,Jontay,Porter,,C-F,Center-Forward,6,11,240,1629007,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,P,/players/jontay/porter/1629007,"Porter, Jontay"
381,Bobby,Portis,1,F,Forward,6,10,250,1626171,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,P,/players/bobby/portis/1626171,"Portis, Bobby"
382,Kristaps,Porzingis,6,F-C,Forward-Center,7,3,240,204001,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,P,/players/kristaps/porzingis/204001,"Porzingis, Kristaps"
383,Dwight,Powell,7,F-C,Forward-Center,6,10,240,203939,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,P,/players/dwight/powell/203939,"Powell, Dwight"
384,Norman,Powell,24,G,Guard,6,3,215,1626181,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,P,/players/norman/powell/1626181,"Powell, Norman"
385,Taurean,Prince,2,F,Forward,6,7,218,1627752,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,P,/players/taurean/prince/1627752,"Prince, Taurean"
386,Chasson,Randle,9,G,Guard,6,2,185,1626184,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,R,/players/chasson/randle/1626184,"Randle, Chasson"
387,Julius,Randle,30,F-C,Forward-Center,6,8,250,203944,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,R,/players/julius/randle/203944,"Randle, Julius"
388,Josh,Reaves,23,G-F,Guard-Forward,6,4,214,1629729,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,R,/players/josh/reaves/1629729,"Reaves, Josh"
389,Cam,Reddish,22,F-G,Forward-Guard,6,8,218,1629629,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,R,/players/cam/reddish/1629629,"Reddish, Cam"
390,JJ,Redick,4,G,Guard,6,3,200,200755,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,R,/players/jj/redick/200755,"Redick, JJ"
391,Naz,Reid,11,C-F,Center-Forward,6,9,264,1629675,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,R,/players/naz/reid/1629675,"Reid, Naz"
392,Cameron,Reynolds,13,G-F,Guard-Forward,6,7,225,1629244,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,R,/players/cameron/reynolds/1629244,"Reynolds, Cameron"
393,Josh,Richardson,0,G,Guard,6,5,200,1626196,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,R,/players/josh/richardson/1626196,"Richardson, Josh"
394,Austin,Rivers,25,G,Guard,6,3,200,203085,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,R,/players/austin/rivers/203085,"Rivers, Austin"
395,Andre,Roberson,21,G-F,Guard-Forward,6,7,210,203460,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,R,/players/andre/roberson/203460,"Roberson, Andre"
396,Glenn,Robinson III,22,F,Forward,6,6,222,203922,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,R,/players/glenn/robinson_iii/203922,"Robinson III, Glenn"
397,Duncan,Robinson,55,F,Forward,6,7,215,1629130,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,R,/players/duncan/robinson/1629130,"Robinson, Duncan"
398,Jerome,Robinson,12,G,Guard,6,4,190,1629010,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,R,/players/jerome/robinson/1629010,"Robinson, Jerome"
399,Mitchell,Robinson,23,C-F,Center-Forward,7,0,240,1629011,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,R,/players/mitchell/robinson/1629011,"Robinson, Mitchell"
400,Isaiah,Roby,22,F,Forward,6,8,230,1629676,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,R,/players/isaiah/roby/1629676,"Roby, Isaiah"
401,Rajon,Rondo,9,G,Guard,6,1,180,200765,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,R,/players/rajon/rondo/200765,"Rondo, Rajon"
402,Derrick,Rose,25,G,Guard,6,2,200,201565,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,R,/players/derrick/rose/201565,"Rose, Derrick"
403,Terrence,Ross,31,G-F,Guard-Forward,6,6,206,203082,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,R,/players/terrence/ross/203082,"Ross, Terrence"
404,Terry,Rozier,3,G,Guard,6,1,190,1626179,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,R,/players/terry/rozier/1626179,"Rozier, Terry"
405,Ricky,Rubio,11,G,Guard,6,3,190,201937,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,R,/players/ricky/rubio/201937,"Rubio, Ricky"
406,D'Angelo,Russell,0,G,Guard,6,4,193,1626156,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,R,/players/d'angelo/russell/1626156,"Russell, D'Angelo"
407,Domantas,Sabonis,11,F-C,Forward-Center,6,11,240,1627734,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",True,S,/players/domantas/sabonis/1627734,"Sabonis, Domantas"
408,Luka,Samanic,19,F,Forward,6,10,227,1629677,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,S,/players/luka/samanic/1629677,"Samanic, Luka"
409,JaKarr,Sampson,14,F,Forward,6,7,214,203960,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,S,/players/jakarr/sampson/203960,"Sampson, JaKarr"
410,Dario,Saric,20,F,Forward,6,10,225,203967,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,S,/players/dario/saric/203967,"Saric, Dario"
411,Tomas,Satoransky,31,G,Guard,6,7,210,203107,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,S,/players/tomas/satoransky/203107,"Satoransky, Tomas"
412,Admiral,Schofield,1,G-F,Guard-Forward,6,5,241,1629678,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,S,/players/admiral/schofield/1629678,"Schofield, Admiral"
413,Dennis,Schroder,17,G,Guard,6,1,172,203471,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,S,/players/dennis/schroder/203471,"Schroder, Dennis"
414,Mike,Scott,1,F,Forward,6,7,237,203118,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,S,/players/mike/scott/203118,"Scott, Mike"
415,Thabo,Sefolosha,18,F-G,Forward-Guard,6,6,215,200757,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,S,/players/thabo/sefolosha/200757,"Sefolosha, Thabo"
416,Collin,Sexton,2,G,Guard,6,1,190,1629012,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,S,/players/collin/sexton/1629012,"Sexton, Collin"
417,Landry,Shamet,20,G,Guard,6,4,190,1629013,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,S,/players/landry/shamet/1629013,"Shamet, Landry"
418,Marial,Shayok,35,G-F,Guard-Forward,6,5,198,1629621,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,S,/players/marial/shayok/1629621,"Shayok, Marial"
419,Pascal,Siakam,43,F,Forward,6,9,230,1627783,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",True,S,/players/pascal/siakam/1627783,"Siakam, Pascal"
420,Chris,Silva,30,F,Forward,6,8,234,1629735,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,S,/players/chris/silva/1629735,"Silva, Chris"
421,Ben,Simmons,25,G-F,Guard-Forward,6,10,240,1627732,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",True,S,/players/ben/simmons/1627732,"Simmons, Ben"
422,Kobi,Simmons,23,G,Guard,6,5,180,1628424,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,S,/players/kobi/simmons/1628424,"Simmons, Kobi"
423,Anfernee,Simons,1,G,Guard,6,3,181,1629014,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,S,/players/anfernee/simons/1629014,"Simons, Anfernee"
424,Alen,Smailagic,6,F,Forward,6,10,215,1629346,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,S,/players/alen/smailagic/1629346,"Smailagic, Alen"
425,Marcus,Smart,36,G,Guard,6,3,220,203935,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,S,/players/marcus/smart/203935,"Smart, Marcus"
426,Dennis,Smith Jr.,5,G,Guard,6,2,205,1628372,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,S,/players/dennis/smith_jr./1628372,"Smith Jr., Dennis"
427,Ish,Smith,14,G,Guard,6,0,175,202397,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,S,/players/ish/smith/202397,"Smith, Ish"
428,Zhaire,Smith,5,G,Guard,6,3,205,1629015,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,S,/players/zhaire/smith/1629015,"Smith, Zhaire"
429,Tony,Snell,17,G,Guard,6,6,213,203503,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,S,/players/tony/snell/203503,"Snell, Tony"
430,Ray,Spalding,26,F,Forward,6,9,225,1629034,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,S,/players/ray/spalding/1629034,"Spalding, Ray"
431,Omari,Spellman,14,F,Forward,6,8,245,1629016,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,S,/players/omari/spellman/1629016,"Spellman, Omari"
432,Max,Strus,28,G-F,Guard-Forward,6,5,215,1629622,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,S,/players/max/strus/1629622,"Strus, Max"
433,Edmond,Sumner,5,G,Guard,6,4,196,1628410,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,S,/players/edmond/sumner/1628410,"Sumner, Edmond"
434,Caleb,Swanigan,50,F,Forward,6,9,260,1628403,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,S,/players/caleb/swanigan/1628403,"Swanigan, Caleb"
435,Jayson,Tatum,0,F-G,Forward-Guard,6,8,210,1628369,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",True,T,/players/jayson/tatum/1628369,"Tatum, Jayson"
436,Jeff,Teague,00,G,Guard,6,3,195,201952,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,T,/players/jeff/teague/201952,"Teague, Jeff"
437,Garrett,Temple,17,G-F,Guard-Forward,6,5,195,202066,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,T,/players/garrett/temple/202066,"Temple, Garrett"
438,Daniel,Theis,27,F-C,Forward-Center,6,8,245,1628464,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,T,/players/daniel/theis/1628464,"Theis, Daniel"
439,Khyri,Thomas,13,G,Guard,6,3,210,1629017,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,T,/players/khyri/thomas/1629017,"Thomas, Khyri"
